date,NA,strain,concentration_CFU,batch,duration_h,Flowcell_no,Sample_original,Identifier,Barcode,Total_cycles,Spike_species,Kit
20220712,aDNA,Paeruginosa-9027-1-16S,10CFU,830,18,,guppy-demux,S8B27,barcode01,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,Paeruginosa-9027-2-16S,10CFU,830,18,,guppy-demux,S8B27,barcode02,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,Paeruginosa-9027-3-16S,10CFU,830,18,,guppy-demux,S8B27,barcode03,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,TC-Paeruginosa-9027-1-16S,10CFU,830,18,,guppy-demux,S8B27,barcode04,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,TC-Paeruginosa-9027-2-16S,10CFU,830,18,,guppy-demux,S8B27,barcode05,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,TC-Paeruginosa-9027-3-16S,10CFU,830,18,,guppy-demux,S8B27,barcode06,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,Paeruginosa-9027-1-16S,100CFU,830,18,,guppy-demux,S8B27,barcode07,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,Paeruginosa-9027-2-16S,100CFU,830,18,,guppy-demux,S8B27,barcode08,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,Paeruginosa-9027-3-16S,100CFU,830,18,,guppy-demux,S8B27,barcode09,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,TC-Paeruginosa-9027-1-16S,100CFU,830,18,,guppy-demux,S8B27,barcode10,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,TC-Paeruginosa-9027-2-16S,100CFU,830,18,,guppy-demux,S8B27,barcode11,29,Pseudomonas aeruginosa 9027,RAB204
20220712,aDNA,TC-Paeruginosa-9027-3-16S,100CFU,830,18,,guppy-demux,S8B27,barcode12,29,Pseudomonas aeruginosa 9027,RAB204
